filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped,filehealth_totimp_min,filehealth_checksumfail_min,filehealth_niblockid_min,filehealth_fbias0510_min,filehealth_fbias1020_min,filehealth_fbias2030_min,filehealth_fbias30_min,filehealth_totimp_N,filehealth_checksumfail_N,filehealth_niblockid_N,filehealth_fbias0510_N,filehealth_fbias1020_N,filehealth_fbias2030_N,filehealth_fbias30_N
sample.cwa,FALSE,FALSE,TRUE,1.00761065183114,1.00147079859848,1.01973144308551,-0.0415125548341785,-0.0348197409754925,0.123363846147287,-0.000392244497098662,0.000294868119795625,0.00222730473304873,0.08425,0.00464,22920,140,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",28.37858625,not extracted,0,1.48255300124486,0,1.48255300124486,,,,,2,0,2,,,,
